mfcc,label
"[-488.82843017578125, 60.807960510253906, -21.35746955871582, 0.6036780476570129, -14.406793594360352, -7.597037315368652, -15.289898872375488, -18.500654220581055, -8.114030838012695, -1.245591163635254, -11.524272918701172, 1.1979334354400635, -12.25981616973877]",disgust
"[-540.182861328125, 44.1505126953125, -17.588542938232422, 11.224452018737793, -8.627331733703613, -8.84142780303955, -3.760385274887085, -6.935333728790283, -3.664027214050293, -4.259244918823242, -4.816361904144287, -5.603071212768555, -4.008837699890137]",surprised
"[-568.2343139648438, 47.2302360534668, -21.030231475830078, 5.499006748199463, -8.402811050415039, -7.865889549255371, -3.9823861122131348, -9.300812721252441, -6.931823253631592, -5.777493953704834, -8.01368522644043, -3.596492290496826, -6.276906967163086]",surprised
"[-562.9097290039062, 48.08430099487305, -16.77349853515625, 3.967965841293335, -9.592995643615723, -8.334428787231445, -4.943730354309082, -12.098981857299805, -5.1584038734436035, -4.482288360595703, -9.593713760375977, -4.254722595214844, -9.983997344970703]",surprised
"[-553.6521606445312, 47.143367767333984, -20.54131507873535, 6.186922073364258, -9.074749946594238, -12.051597595214844, -9.385798454284668, -13.488494873046875, -7.550312042236328, -5.919319152832031, -9.502813339233398, -5.498033046722412, -6.711853981018066]",surprised
"[-481.7081604003906, 41.314762115478516, -22.73625373840332, 6.6074724197387695, -11.986849784851074, -8.142218589782715, -5.175853729248047, -11.533426284790039, -6.275880813598633, -5.3390984535217285, -6.1154680252075195, -4.291437149047852, -2.8714895248413086]",surprised
"[-490.7291564941406, 44.861900329589844, -28.71183204650879, 4.5816264152526855, -13.9638032913208, -10.800354957580566, -4.438610553741455, -10.232344627380371, -7.205562114715576, -4.9703192710876465, -7.53364896774292, -3.551995277404785, -1.9923365116119385]",surprised
"[-488.130126953125, 39.067962646484375, -18.85015106201172, -0.7176371812820435, -14.389659881591797, -14.996196746826172, -6.0474114418029785, -14.700703620910645, -9.088447570800781, -7.313401222229004, -7.180404186248779, -2.12389874458313, -6.514546871185303]",surprised
"[-465.3670349121094, 43.08732223510742, -26.415117263793945, -5.598099231719971, -16.438343048095703, -13.507423400878906, -11.163749694824219, -17.27758026123047, -8.83596420288086, -7.355036735534668, -11.135306358337402, -6.649563789367676, -10.562788963317871]",surprised
"[-585.2708740234375, 65.95376586914062, -3.368748426437378, 12.292631149291992, 4.923200607299805, -2.8731110095977783, -14.097899436950684, -7.846171855926514, -3.646172046661377, -10.000651359558105, -2.3345839977264404, -3.1280672550201416, -5.848066329956055]",neutral
"[-592.0814819335938, 77.13610076904297, 4.449088096618652, 18.031532287597656, 10.912556648254395, 0.44754311442375183, -10.532048225402832, -5.78898811340332, -0.6684284210205078, -6.63383674621582, -0.9830770492553711, -0.9016329050064087, -1.960369348526001]",neutral
"[-594.8187255859375, 69.57478332519531, -0.2540494501590729, 14.55671215057373, 6.965570449829102, -0.7384014129638672, -15.642056465148926, -7.185413360595703, -5.1293158531188965, -9.691585540771484, -0.039485614746809006, -5.006005764007568, -4.851333141326904]",neutral
"[-584.6740112304688, 63.55085754394531, 3.2165029048919678, 12.510522842407227, 6.313324451446533, 0.9370453357696533, -17.175445556640625, -8.413463592529297, -6.622797966003418, -10.02349853515625, -1.402355670928955, -3.117262363433838, -5.184850692749023]",neutral
"[-579.3524169921875, 77.6453628540039, 6.332064151763916, 13.562618255615234, 7.578548431396484, -1.3114725351333618, -15.640058517456055, -5.363317012786865, -2.5960679054260254, -8.506312370300293, 4.690220832824707, -6.76352071762085, -3.6901276111602783]",calm
"[-578.52978515625, 74.34523010253906, -0.7495296597480774, 12.796852111816406, 5.635769367218018, -3.844310760498047, -16.036691665649414, -6.386919975280762, -2.607189416885376, -7.898277759552002, 4.126299858093262, -7.127227306365967, -4.982978820800781]",calm
"[-574.9078369140625, 83.56425476074219, -0.8561187982559204, 8.427508354187012, 11.803515434265137, -2.719179630279541, -25.527387619018555, 2.322223663330078, -4.289371967315674, -10.936436653137207, 9.875463485717773, -9.039608001708984, -4.1494293212890625]",calm
"[-475.8260803222656, 67.17681121826172, -4.450085639953613, 4.223013877868652, 5.752353668212891, -1.538627028465271, -22.86418342590332, -5.905467987060547, -4.338193416595459, -13.446259498596191, 6.74057674407959, -10.068941116333008, -7.081375598907471]",calm
"[-515.3246459960938, 85.20771789550781, -8.0887451171875, 9.528166770935059, 1.951332449913025, -6.190320014953613, -21.99700927734375, -5.105418682098389, -3.0405046939849854, -14.84134292602539, 12.98503589630127, -9.392868041992188, -5.627865314483643]",calm
"[-461.164306640625, 69.69620513916016, -13.032045364379883, 9.151575088500977, 5.797741889953613, -7.2312846183776855, -17.250274658203125, -9.02247428894043, -4.334193229675293, -10.238932609558105, 5.770943641662598, -7.598100185394287, -4.5127153396606445]",calm
"[-447.1756286621094, 70.33894348144531, -6.123382091522217, 8.636984825134277, 6.885063648223877, -2.1804230213165283, -21.047433853149414, -3.4464619159698486, -3.308716058731079, -13.69478702545166, 12.547266006469727, -10.297797203063965, -4.670150279998779]",calm
"[-459.5270690917969, 63.89997100830078, -5.132177352905273, 6.472780227661133, 3.031111717224121, -2.490943431854248, -23.06424331665039, -6.645857810974121, -1.0683084726333618, -13.70968246459961, 12.088767051696777, -12.573307991027832, -4.555011749267578]",calm
"[-495.19866943359375, 73.74617004394531, -13.162120819091797, 7.372004985809326, 4.4995646476745605, -2.1968894004821777, -17.81024169921875, -12.869721412658691, -10.53958797454834, -11.666563987731934, 3.9483258724212646, -9.684409141540527, -6.0379486083984375]",happy
"[-487.8089599609375, 64.70073699951172, -14.769304275512695, -0.08273456245660782, -3.458418130874634, -0.8119091391563416, -16.947540283203125, -13.758862495422363, -10.320601463317871, -13.6172513961792, 1.8627662658691406, -10.85050106048584, -7.1775360107421875]",happy
"[-503.2763366699219, 55.09568405151367, -7.746379852294922, 5.910003185272217, 1.8535597324371338, -2.1346116065979004, -21.446537017822266, -11.521854400634766, -9.219710350036621, -14.968192100524902, -2.0610203742980957, -12.251213073730469, -6.418729305267334]",happy
"[-531.2039794921875, 61.647117614746094, -4.572314739227295, 2.7407634258270264, -2.0886080265045166, 3.958042621612549, -19.650615692138672, -11.05128002166748, -7.474488258361816, -12.864723205566406, 2.031493663787842, -10.2098388671875, -4.990939617156982]",happy
"[-369.7583312988281, 55.686126708984375, -10.372160911560059, -0.9158023595809937, -9.771794319152832, -3.7939670085906982, -23.21976089477539, -12.208110809326172, -8.074975967407227, -18.77169418334961, 3.996580123901367, -12.102226257324219, -10.398837089538574]",happy
"[-332.7292175292969, 44.610801696777344, -20.473894119262695, 0.11308088898658752, -16.311086654663086, -4.11937952041626, -22.657207489013672, -16.35910415649414, -10.378923416137695, -19.60828399658203, 4.130730628967285, -13.109665870666504, -10.878177642822266]",happy
"[-270.6094665527344, 47.67646408081055, -10.670214653015137, -5.360979080200195, -15.299469947814941, -3.12792706489563, -18.41693878173828, -19.275161743164062, -13.974115371704102, -22.687936782836914, -3.9397525787353516, -8.128049850463867, -14.331293106079102]",happy
"[-360.4251403808594, 52.36995315551758, -10.864006042480469, -3.4215030670166016, -2.916215181350708, 0.13656574487686157, -20.64686393737793, -11.101676940917969, -9.321205139160156, -15.988476753234863, 1.8811537027359009, -13.755555152893066, -9.392295837402344]",happy
"[-616.48486328125, 86.48912811279297, -3.4348232746124268, 11.38720703125, 7.743977069854736, 0.7765247225761414, -13.132145881652832, -7.156312942504883, -5.048238277435303, -9.24055004119873, 0.5250044465065002, -6.811183929443359, -5.09226131439209]",sad
"[-621.1983032226562, 85.42387390136719, 1.380088210105896, 11.535571098327637, 8.844962120056152, -1.0872753858566284, -11.88087272644043, -5.831820011138916, -2.0718588829040527, -7.285079479217529, -1.8911830186843872, -4.556910991668701, -4.270639896392822]",sad
"[-559.723876953125, 73.30184173583984, -5.852843284606934, 14.041913032531738, 6.680717468261719, -2.6194698810577393, -15.786258697509766, -9.715168952941895, -5.551564693450928, -10.048789024353027, 1.6355258226394653, -5.796802520751953, -5.303950309753418]",sad
"[-573.858154296875, 74.41300964355469, 2.466247081756592, 15.899393081665039, 6.291403293609619, 1.712920904159546, -18.196924209594727, -6.7850236892700195, -2.995392084121704, -10.58432388305664, 2.0626628398895264, -4.355712890625, -5.945579528808594]",sad
"[-485.2641296386719, 70.37977600097656, -19.1337890625, -2.4118502140045166, -2.4093024730682373, -8.798983573913574, -20.795888900756836, -19.295684814453125, -18.422801971435547, -22.531801223754883, -5.30503511428833, -10.752416610717773, -12.196647644042969]",sad
"[-446.1529541015625, 56.124732971191406, -10.263526916503906, 5.049046039581299, -3.203002452850342, -4.9554948806762695, -17.382341384887695, -15.707905769348145, -10.523679733276367, -15.329365730285645, -2.943253755569458, -10.339951515197754, -10.502914428710938]",sad
"[-411.7630615234375, 56.17644500732422, -11.103078842163086, 7.009878635406494, 5.776612758636475, -2.364928960800171, -13.633102416992188, -14.778543472290039, -13.641873359680176, -12.894579887390137, -2.597789764404297, -10.504274368286133, -6.360193729400635]",sad
"[-428.8348693847656, 68.35520935058594, -8.70051097869873, 9.226195335388184, 3.4984803199768066, 0.16348078846931458, -13.965230941772461, -12.737420082092285, -14.899881362915039, -14.334381103515625, -3.449031352996826, -8.567408561706543, -7.387691497802734]",sad
"[-554.531982421875, 75.44737243652344, 2.6228599548339844, 20.056547164916992, 4.767844200134277, -3.949521541595459, -8.300060272216797, -12.239654541015625, -6.985273838043213, -5.187911510467529, -5.319271087646484, -4.384283065795898, -2.938718318939209]",angry
"[-443.2686462402344, 68.0948715209961, -14.16397476196289, 15.102846145629883, 2.151479721069336, -6.419688701629639, -10.482819557189941, -14.290044784545898, -6.634252071380615, -9.38467025756836, -9.371455192565918, -4.180272102355957, -4.7436842918396]",angry
"[-476.0282897949219, 71.54667663574219, -11.537711143493652, 13.415043830871582, 1.966294288635254, -4.936933517456055, -14.299467086791992, -16.42057228088379, -8.236200332641602, -8.562371253967285, -6.429318904876709, -3.758457660675049, -2.7550418376922607]",angry
"[-437.69854736328125, 63.48323440551758, -11.74977970123291, 7.851106643676758, -0.6223720908164978, -6.505448818206787, -16.91311264038086, -13.63489818572998, -9.088369369506836, -8.897516250610352, -5.769064903259277, -4.848660469055176, -4.570924758911133]",angry
"[-245.88449096679688, 54.597625732421875, -25.305694580078125, 9.020055770874023, -18.715599060058594, -6.639289855957031, -8.015222549438477, -19.60251235961914, -6.1124138832092285, -9.374650001525879, -9.421239852905273, -2.4619362354278564, -7.131679534912109]",angry
"[-245.86935424804688, 54.22614288330078, -20.119827270507812, 10.221454620361328, -11.021495819091797, -8.07529067993164, -10.085765838623047, -19.90388298034668, -7.413053035736084, -8.926996231079102, -10.681655883789062, -6.408219337463379, -6.480350494384766]",angry
"[-270.01171875, 57.88563537597656, -19.255512237548828, 6.5938615798950195, -14.872650146484375, -7.297667503356934, -7.320537090301514, -16.488445281982422, -8.0236177444458, -8.527274131774902, -7.848245143890381, -3.684170722961426, -9.447992324829102]",angry
"[-228.67196655273438, 50.90428924560547, -22.13389015197754, 8.833098411560059, -18.000534057617188, -8.147868156433105, -8.599549293518066, -15.760544776916504, -11.40476131439209, -8.669071197509766, -5.9785542488098145, -5.081583499908447, -10.999502182006836]",angry
"[-528.732421875, 70.55735778808594, -2.71000599861145, 12.645009994506836, 4.741306304931641, -1.1143163442611694, -14.576688766479492, -17.964017868041992, -1.452072262763977, -7.359913349151611, -3.831897258758545, -6.640678405761719, -6.996825218200684]",fearful
"[-460.1741638183594, 71.77651977539062, -11.398772239685059, 10.458526611328125, 3.0803170204162598, -6.6328582763671875, -17.84009552001953, -15.845439910888672, -5.080146312713623, -11.891669273376465, -6.883904457092285, -7.327844619750977, -10.468133926391602]",fearful
"[-487.839599609375, 61.65336990356445, -4.643820285797119, 10.125734329223633, 1.659284234046936, -3.5095462799072266, -16.70098876953125, -16.598695755004883, -8.67402172088623, -11.25084400177002, -3.3517024517059326, -6.61954927444458, -9.667208671569824]",fearful
"[-506.7142639160156, 71.67359924316406, -13.181256294250488, 11.675985336303711, 4.718041896820068, -2.6224825382232666, -17.960786819458008, -16.699079513549805, -7.751725196838379, -10.35824203491211, 1.6356483697891235, -5.781327724456787, -6.6053361892700195]",fearful
"[-338.03778076171875, 72.70630645751953, -14.272930145263672, 16.113435745239258, 8.785764694213867, 3.063588857650757, -7.771651268005371, -4.242298126220703, -7.744621753692627, -9.447785377502441, 9.659708976745605, -8.84315299987793, -7.724129676818848]",fearful
"[-277.7911071777344, 54.98227310180664, -26.945316314697266, 2.2279911041259766, -7.184781551361084, -2.9535160064697266, -19.15652847290039, -22.611297607421875, -10.795047760009766, -19.483131408691406, -0.8328689932823181, -12.537981986999512, -9.878610610961914]",fearful
"[-352.0517883300781, 52.390106201171875, -11.977113723754883, 5.4476494789123535, -0.8982657194137573, 4.667540550231934, -12.50590705871582, -17.823820114135742, -10.89442253112793, -14.500964164733887, 0.8949381113052368, -7.1330647468566895, -10.824409484863281]",fearful
"[-320.3792419433594, 52.52217483520508, -25.674793243408203, -1.7201027870178223, -7.0574846267700195, -1.7652032375335693, -20.958749771118164, -16.175809860229492, -13.881871223449707, -18.484390258789062, 7.13822603225708, -6.190865516662598, -9.18356990814209]",fearful
"[-503.3456115722656, 64.54216003417969, -7.904316425323486, 10.85630989074707, 4.422552108764648, -8.12159252166748, -9.797350883483887, -7.744888782501221, -7.998495578765869, -2.647698402404785, -1.7379021644592285, -9.697798728942871, -4.776101589202881]",disgust
"[-526.3257446289062, 71.55207824707031, -5.193636417388916, 14.68635082244873, 6.667050838470459, -8.506858825683594, -10.168851852416992, -9.344339370727539, -8.079294204711914, -5.086218357086182, -0.9915180206298828, -8.164280891418457, -5.187896251678467]",disgust
"[-561.3643188476562, 50.03443908691406, 3.394254207611084, 13.887988090515137, 4.1083598136901855, -2.7127292156219482, -13.81760025024414, -4.8440399169921875, -4.770885467529297, -4.318367004394531, -0.9192348122596741, -10.807906150817871, -5.0579118728637695]",disgust
